,user_id,made_on,original_description,amount_cents,income
406,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-18,SAINSBURYS S/MKTS ON 17 MAR CLP,1280,False
407,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-18,EL PASTOR KINGS CR ON 17 MAR BCC,3136,False
408,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-17,SAINSBURYS S/MKTS ON 16 MAR CLP,550,False
409,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-16,TESCO STORES 5518 ON 15 MAR CLP,589,False
410,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-15,SAINSBURYS S/MKTS ON 14 MAR CLP,309,False
411,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-15,SUMUP *PINOY EAT ON 14 MAR BCC,500,False
412,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-15,SAINSBURY'S SMKT ON 14 MAR BCC,3060,False
413,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-14,PP*VINAI ON 13 MAR CLP,700,False
414,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-14,UBER TRIP YFGXG HE ON 13 MAR BCC,681,False
415,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-14,HAWKS CLUB ON 12 MAR CLP,500,False
416,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-14,TESCO STORES 5518 ON 13 MAR CLP,300,False
417,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-14,CAMBRIDGE - KUDA ON 12 MAR CLP,840,False
418,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-13,FOOTBALL WED MAX F FT,15000,False
419,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-13,PRET A MANGER ON 12 MAR CLP,199,False
420,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-13,SQ *GLITTERBOMB ON 12 MAR CLP,400,False
421,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-13,UBER TRIP O3KSJ HE ON 12 MAR BCC,581,False
422,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-10,SAINSBURYS S/MKTS ON 09 MAR CLP,960,False
423,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-10,UBER TRIP Z5MB5 HE ON 09 MAR BCC,715,False
424,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-10,UBER TRIP P4SVN HE ON 09 MAR BCC,666,False
425,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-09,TESCO STORES 5518 ON 08 MAR CLP,430,False
426,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-09,IZ *Cambridge city ON 08 MAR CLP,770,False
427,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-08,PP*VINAI ON 07 MAR CLP,500,False
428,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-08,TESCO STORES 5518 ON 07 MAR BCC,839,False
429,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-07,TESCO STORES 5518 ON 06 MAR CLP,464,False
430,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-07,SAINSBURYS S/MKTS ON 06 MAR CLP,220,False
431,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-07,PP*VINAI ON 06 MAR BCC,500,False
432,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-07,TESCO STORES 5518 ON 06 MAR CLP,85,False
433,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-07,MISS P EVANS FORMAL FT,1705,False
434,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-06,AMZN Mktp UK*MW3C2 LUXEMBOURG ON 05 MAR BCC,2029,False
435,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-06,PURE GYM LTD 126204012579010002 FIRST DDR PAYMENT DDR,2849,False
436,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-04,TURF TAVERN ON 02 MAR CLP,805,False
437,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-04,KINGS ARMS OXFORD ON 02 MAR CLP,800,False
438,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-03,SPIRIT BAR OXFORD ON 02 MAR CLP,1975,False
439,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-03,HINKSEY OUTDOOR PO ON 02 MAR CLP,1110,False
440,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-03,MISSION BURRITO ON 02 MAR BCC,770,False
441,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-03,H & M ON 02 MAR BCC,5400,False
442,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-02,TESCO STORES 5518 ON 01 MAR CLP,450,False
443,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-02,TESCO STORES 5518 ON 01 MAR CLP,289,False
444,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-02,TFL TRAVEL CH ON 01 MAR CLP,530,False
445,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-01,IZ *BAM Euroupe ON 28 FEB CLP,700,False
446,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-03-01,PER HANSHAW SHANGRI BRODOWN FT,22000,False
447,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-28,AMZN Mktp UK*MW2UO LUXEMBOURG ON 27 FEB BCC,2063,False
448,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-28,TFL TRAVEL CH ON 26 FEB CLP,700,False
449,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-28,TFL TRAVEL CH ON 27 FEB CLP,530,False
450,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-27,THE QUALITY CHOP H ON 24 FEB BCC,3500,False
451,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-27,THE QUALITY CHOP H ON 24 FEB BCC,3500,False
452,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-27,PRET A MANGER ON 26 FEB CLP,798,False
453,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-27,WORK LIMITED JAN/FEBPAY BGC,238553,True
454,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-27,JOHN SMITH RENT ETC STO,70236,False
455,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-26,PP*VINAI ON 25 FEB CLP,700,False
456,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-26,SAINSBURYS S/MKTS ON 25 FEB BCC,840,False
457,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-25,FOOD BASICS LTD ON 24 FEB CLP,556,False
458,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-25,Nike Kings Cross 2 ON 24 FEB BCC,4800,False
459,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-22,ITUNES.COM/BILL IRELAND ON 21 FEB BCC,1849,True
460,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-22,TESCO STORES 5518 ON 21 FEB BCC,50,False
461,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-22,EL PASTOR ON 21 FEB BCC,10221,False
462,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-21,ITUNES.COM/BILL IRELAND ON 20 FEB BCC,2799,False
463,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-20,Amazon.co.uk*MI71L LUXEMBOURG ON 19 FEB BCC,899,False
464,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-20,Amazon.co.uk*MI1P9 LUXEMBOURG ON 19 FEB BCC,1600,False
465,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-20,TESCO STORES 5518 ON 19 FEB CLP,85,False
466,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-20,TESCO STORES 5518 ON 19 FEB BCC,785,False
467,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-20,NYA*Region 12 - Pu ON 19 FEB BCC,500,False
468,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-19,SUMUP *VIN.S THAI ON 18 FEB CLP,700,False
469,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-19,Max Ford FORD MAX BGC,115190,True
470,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-18,ODEON ON 17 FEB CLP,550,False
471,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-17,WM MORRISONS STORE ON 16 FEB CLP,1645,False
472,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-16,MCDONALDS ON 15 FEB CLP,689,False
473,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-16,IZ *BAM Europe Ltd ON 15 FEB CLP,700,False
474,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-16,ACE HOTEL - MIRAND ON 15 FEB CLP,1950,False
475,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-15,SAINSBURYS S/MKTS ON 14 FEB CLP,150,False
476,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-15,SUMUP *VIN.S THAI ON 14 FEB CLP,700,False
477,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-15,SAINSBURYS BANK 130-134 FORTESS RO 15FEB 08.21 ATM,1000,False
478,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-14,PP*VINAI ON 13 FEB CLP,700,False
479,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-14,TESCO STORES 5518 ON 13 FEB CLP,250,False
480,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-14,FOOTBALL WED MAX F BBP,1500,False
481,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-13,SUMUP *PINOY EAT ON 12 FEB CLP,700,False
482,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-13,TESCO STORES 5518 ON 12 FEB BCC,399,False
483,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-12,NYX*LRS ON 11 FEB CLP,150,False
484,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-12,SAINSBURYS S/MKTS ON 11 FEB CLP,1415,False
485,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-11,SAINSBURYS S/MKTS ON 10 FEB CLP,450,False
486,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-09,FLYING HORSE ON 08 FEB CLP,1830,False
487,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-09,SE LONDON BRIDGE T ON 08 FEB BCC,2110,False
488,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-09,MM E&C ON 08 FEB CLP,450,False
489,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-09,MM E&C ON 08 FEB CLP,900,False
490,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-08,TESCO STORES 5518 ON 07 FEB CLP,800,False
491,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-07,PP*VINAI ON 06 FEB BCC,700,False
492,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-07,WWW.PUREGYM.COM ON 06 FEB BCC,2849,False
493,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-06,NORWEGIAN AI328073 NORWAY ON 04 FEB BCC,19120,False
494,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-06,TESCO STORES 5518 ON 05 FEB CLP,735,False
495,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-05,IZ *BAM Euroupe ON 04 FEB CLP,700,False
496,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-04,JOHN SMITH DAVID AIRBNB BBP,6700,False
497,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-04,JOHN SMITH PART DEPOSIT BBP,224858,False
498,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-04,PINT SHOP ON 02 FEB BCC,4500,False
499,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-04,"BOOTS,0786 ON 03 FEB BCC",4440,False
500,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-04,ICELAND ON 03 FEB CLP,1400,False
501,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-03,SAINSBURY'S SMKT ON 02 FEB CLP,1000,False
502,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-03,IZ *Mother Kellys ON 02 FEB CLP,250,False
503,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-03,IZ *Mother Kellys ON 02 FEB BCC,1200,False
504,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-02,TESCO STORES 5518 ON 01 FEB CLP,550,False
505,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-02,SUPERSAVE EXPRESS ON 01 FEB CLP,225,False
506,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-02-01,PP*VINAI ON 31 JAN CLP,700,False
507,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-01-31,IZ *BAM Europe Ltd ON 30 JAN CLP,700,False
508,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-01-31,SAINSBURY'S SMKT ON 30 JAN BCC,1115,False
509,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-01-31,TESCO STORES 5518 ON 30 JAN CLP,170,False
510,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-01-30,IZ *BAM Europe Ltd ON 29 JAN CLP,700,False
511,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-01-30,HONEST BURGERS BOR ON 29 JAN CLP,1700,False
512,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-01-29,Max Ford Wilson WILSON MAX FORD BGC,395504,True
513,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-01-28,IKEA LIMITED ON 27 JAN CLP,120,False
514,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-01-28,ENGOCHA ON 27 JAN CLP,900,False
515,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-01-26,NAT WEST BANK CAMB MARKET ST 3 26JAN 22.09 ATM,2000,False
516,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-01-21,DELIVEROO.COM.AU AUSTRALIA AMOUNT IN AUD 29.95 ON 20 JAN VISA 1.791534 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.46,1718,False
517,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-01-21,JOHN SMITH PART DEPOSIT BBP,100000,False
518,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-01-20,DELIVEROO.COM.AU AUSTRALIA AMOUNT IN AUD 59.05 ON 19 JAN VISA 1.791534 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.91,3387,False
519,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-01-17,Amazon Prime*MB1C4 LUXEMBOURG ON 16 JAN BCC,799,False
520,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2019-01-14,ITUNES.COM/BILL IRELAND ON 13 JAN BCC,2049,False
521,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-12-18,AMAZON PRIME*M27CR LUXEMBOURG ON 16 DEC BCC,799,False
522,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-29,JOHN SMITH MINIGOLF BBP,1400,False
523,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-23,COLLEGE THIR BILL BBP,51665,False
524,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-21,TESCO PFS 2256 ON 20 NOV CLP,2655,False
525,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-21,ORIEL ON 20 NOV BCC,1730,False
526,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-21,"BOOTS,HEATHROW ON 20 NOV BCC",349,False
527,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-20,PRET A MANGER ON 19 NOV CLP,1158,False
528,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-20,SWINGERS ON 18 NOV BCC,550,False
529,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-19,BYRON HAMBURGERS ON 18 NOV CLP,500,False
530,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-19,BYRON HAMBURGERS ON 18 NOV CLP,300,False
531,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-19,AROMI CAFFE LTD ON 18 NOV CLP,830,False
532,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-19,AHI POKE ON 18 NOV CLP,1095,False
533,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-19,SUPER TACOS-FULHAM ON 18 NOV CLP,650,False
534,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-18,Amazon Prime*M8348 LUXEMBOURG ON 17 NOV BCC,799,False
535,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-18,DELIVEROO.CO.UK ON 17 NOV BCC,2219,False
536,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-18,CAMBRIDGE - KUDA ON 16 NOV BCC,32500,False
537,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-18,CAMBRIDGE - KUDA ON 17 NOV CLP,1880,False
538,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-17,PRET A MANGER ON 16 NOV CLP,360,False
539,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-17,H&M ON 16 NOV CLP,2204,False
540,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-17,AROMI CAFFE LTD ON 16 NOV CLP,430,False
541,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-17,NOTEMACHINE M&S CAMBRIDGE SATE 17NOV 02.34 ATM,2000,False
542,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-16,PRET A MANGER ON 15 NOV CLP,384,False
543,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-16,PP*VINAI ON 15 NOV CLP,700,False
544,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-15,TESCO STORES 5518 ON 14 NOV CLP,180,False
545,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-15,KATZENJAMMERS ON 14 NOV CLP,2280,False
546,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-15,KATZENJAMMERS ON 14 NOV CLP,1155,False
547,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-15,CLASSIC NEWS ON 14 NOV CLP,299,False
548,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-15,TESCO STORES 4634 ON 14 NOV BCC,3600,False
549,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-15,SumUp *Ab Burger ON 14 NOV CLP,1200,False
550,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-14,TESCO TESCO TAB SQ L EXP 14NOV 19.09 ATM,4000,False
551,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-14,SumUp *Vin's Thai ON 13 NOV BCC,700,False
552,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-14,TESCO STORES 5518 ON 13 NOV CLP,50,False
553,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-14,SAINSBURYS S/MKTS ON 13 NOV CLP,100,False
554,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-13,TESCO TESCO TAB SQ L EXP 13NOV 10.27 ATM,2000,False
555,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-12,TESCO PFS 2256 ON 11 NOV CLP,1084,False
556,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-12,TESCO PFS 2256 ON 11 NOV CLP,1060,False
557,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-11,TESCO PFS 2256 ON 10 NOV CLP,1944,False
558,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-10,SumUp *Vin's Thai ON 09 NOV CLP,500,False
559,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-10,BARRIO NORTH ON 10 NOV BCC,950,False
560,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-09,TESCO STORES 5518 ON 08 NOV BCC,1047,False
561,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-08,TESCO STORES 5518 ON 07 NOV CLP,894,False
562,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-07,TESCO PFS 2256 ON 06 NOV CLP,1240,False
563,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-07,SumUp *Ab Burger ON 06 NOV CLP,1200,False
564,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-07,TESCO STORES 5518 ON 06 NOV BCC,90,False
565,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-07,PAYASUGYM COM ON 06 NOV BCC,3623,False
566,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-05,DFS VENTURE S P/L SINGAPORE ON 03 NOV BCC,5847,False
567,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-05,HANS IM GLUCK SG P SINGAPORE AMOUNT IN SGD 27.07 ON 03 NOV VISA 1.773713 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.42,1568,False
568,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-05,TESCO PFS 2256 ON 04 NOV CLP,1785,False
569,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-05,BIG EASY CHELSEA ON 04 NOV CLP,2800,False
570,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-04,TESCO TESCO CHELSEA EXP 04NOV 20.06 ATM,8000,False
571,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-04,SISTIC-NATIONAL MU SINGAPORE AMOUNT IN SGD 10.00 ON 03 NOV VISA 1.773713 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.16,580,False
572,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-04,7-ELEVEN-MANULIFE SINGAPORE AMOUNT IN SGD 2.00 ON 03 NOV VISA 1.773713 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.03,116,False
573,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-04,PREMIER TAXIS SINGAPORE AMOUNT IN SGD 13.01 ON 03 NOV VISA 1.773713 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.20,753,False
574,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-03,HILL STREET COFFEE SINGAPORE AMOUNT IN SGD 19.05 ON 02 NOV VISA 1.773713 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.30,1104,False
575,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-03,UOB A9120101 Shell SINGAPORE AMOUNT IN SGD 20.00 ON 03 NOV VISA 1.773713 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.31 CASH FEE £1.50 ATM 13.09 5NOV,1309,False
576,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-11-03,GARDENS BY THE BAY SINGAPORE AMOUNT IN SGD 28.00 ON 02 NOV VISA 1.773713 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.43,1622,False
577,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-10-25,ITUNES.COM/BILL IRELAND ON 24 OCT BCC,799,False
578,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-10-24,Amazon Prime LUXEMBOURG ON 23 OCT BCC,3900,True
579,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-10-17,WORK LIMITED CONSULTANCY BGC,300000,True
580,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-08-19,Amazon Prime LUXEMBOURG ON 17 AUG BCC,799,False
581,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-08-11,WWW.THREE.CO.UK ON 10 AUG BCC,1500,False
582,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-08-10,JOHN SMITH HELLO BGC,3000,True
583,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-08-07,THE BRIDGE BAR 196 ON 06 AUG CLP,1325,False
584,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-08-07,IZ *d wee ON 06 AUG CLP,680,False
585,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-08-06,PRET A MANGER ON 05 AUG CLP,1353,False
586,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-08-06,Spotify P06EAA1A46 ON 05 AUG BCC,999,False
587,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-08-05,SAINSBURYS S/MKTS ON 04 AUG CLP,1405,False
588,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-08-05,NANNA MEXICO ON 04 AUG CLP,830,False
589,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-08-04,WH SMITH TRAVEL ON 03 AUG CLP,249,False
590,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-08-04,THE GERMAN GYMNASI ON 03 AUG BCC,3544,False
591,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-08-03,16.14 on 03/08/18 B2 CAMBRIDGE C ASD,16000,True
592,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-08-02,NANNA MEXICO ON 01 AUG CLP,760,False
593,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-08-02,SAINSBURYS S/MKTS ON 31 JUL CLP,150,False
594,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-08-01,"BOOTS,CAMBRIDGE ON 31 JUL CLP",199,False
595,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-07-31,SAINSBURYS S/MKTS ON 30 JUL CLP,700,False
596,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-07-31,"BOOTS,CAMBRIDGE ON 30 JUL CLP",99,False
597,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-07-30,MCDONALDS ON 29 JUL CLP,742,False
598,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-07-29,ZOLA REGISTRY USA AMOUNT IN USD 44.99 ON 28 JUL VISA 1.308229 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.95,3534,False
599,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-07-29,RAWSTORE ON 27 JUL CLP,1300,False
600,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-07-28,MRH LORDS ON 27 JUL CLP,389,False
601,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-07-28,AQUARIUM MANAGEMEN ON 27 JUL BCC,1650,False
602,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-07-27,GREATER ANGLIA ON 26 JUL CLP,1675,False
603,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-07-27,"BOOTS,CAMBRIDGE ON 26 JUL CLP",190,False
604,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-07-27,UBER TRIP M2RJP HE ON 27 JUL BCC,80,False
605,9d556712-ff2e-2f9c-73a9-5hf3cce9e389,2018-07-27,M&S SIMPLY FOOD - ON 26 JUL CLP,380,False
